PlaceFIPS,TractFIPS,Place_TractID,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev
3651000,36081077907,3651000-36081077907,7.4,30.9,22.8
3651000,36081077908,3651000-36081077908,8.4,30.6,24.8
3651000,36081078800,3651000-36081078800,13.4,33.7,32.7
3651000,36081079000,3651000-36081079000,12.7,32.5,33.1
3651000,36081079200,3651000-36081079200,13.4,33.8,32.0
3651000,36081079701,3651000-36081079701,12.8,39.5,15.8
3651000,36081079702,3651000-36081079702,13.9,39.9,18.7
3651000,36081079900,3651000-36081079900,12.4,38.7,19.0
3651000,36081080301,3651000-36081080301,11.4,37.6,18.4
3651000,36081080302,3651000-36081080302,11.0,38.0,18.6
3651000,36081080900,3651000-36081080900,8.8,34.2,21.0
3651000,36081081400,3651000-36081081400,12.9,33.7,31.4
3651000,36081081800,3651000-36081081800,14.3,36.5,31.3
3651000,36081083700,3651000-36081083700,12.7,39.8,16.5
3651000,36081083800,3651000-36081083800,11.2,35.5,26.2
3651000,36081084000,3651000-36081084000,11.5,35.2,26.3
3651000,36081084500,3651000-36081084500,17.3,43.6,22.1
3651000,36081084601,3651000-36081084601,10.5,35.1,24.7
3651000,36081084602,3651000-36081084602,11.3,33.8,29.6
3651000,36081084900,3651000-36081084900,15.2,40.5,21.2
3651000,36081085300,3651000-36081085300,14.6,41.0,16.7
3651000,36081085500,3651000-36081085500,13.2,39.1,18.7
3651000,36081085700,3651000-36081085700,15.2,41.2,19.8
3651000,36081085900,3651000-36081085900,13.4,39.8,18.2
3651000,36081086100,3651000-36081086100,12.5,39.2,17.5
3651000,36081086300,3651000-36081086300,14.2,39.9,19.6
3651000,36081086400,3651000-36081086400,10.5,34.5,26.6
3651000,36081086500,3651000-36081086500,15.1,42.1,17.9
3651000,36081086900,3651000-36081086900,13.4,39.2,17.0
3651000,36081087100,3651000-36081087100,13.3,36.8,24.9
3651000,36081088400,3651000-36081088400,9.1,37.2,24.4
3651000,36081088901,3651000-36081088901,13.5,40.8,19.8
3651000,36081089200,3651000-36081089200,9.1,38.3,22.1
3651000,36081090700,3651000-36081090700,10.1,35.9,23.9
3651000,36081091601,3651000-36081091601,8.4,38.2,21.4
3651000,36081091900,3651000-36081091900,12.4,38.6,23.8
3651000,36081092200,3651000-36081092200,7.5,36.2,20.5
3651000,36081092500,3651000-36081092500,10.6,35.0,26.0
3651000,36081092800,3651000-36081092800,7.5,36.3,20.5
3651000,36081092900,3651000-36081092900,10.2,35.8,23.2
3651000,36081093401,3651000-36081093401,7.9,35.9,21.9
3651000,36081093402,3651000-36081093402,8.6,35.5,24.2
3651000,36081093800,3651000-36081093800,12.2,40.7,26.9
3651000,36081093900,3651000-36081093900,9.9,35.6,21.9
3651000,36081094201,3651000-36081094201,11.1,33.6,30.6
3651000,36081094202,3651000-36081094202,10.6,31.5,31.7
3651000,36081094203,3651000-36081094203,11.3,37.9,27.3
3651000,36081094500,3651000-36081094500,10.5,38.3,22.5
3651000,36081094700,3651000-36081094700,9.6,34.8,24.2
3651000,36081095400,3651000-36081095400,12.1,33.3,31.4
3651000,36081096400,3651000-36081096400,12.8,33.6,33.3
3651000,36081097202,3651000-36081097202,12.7,31.2,37.5
3651000,36081097203,3651000-36081097203,17.5,37.4,40.8
3651000,36081097204,3651000-36081097204,17.2,39.6,35.4
3651000,36081097300,3651000-36081097300,9.4,38.2,22.1
3651000,36081098100,3651000-36081098100,8.9,35.9,21.8
3651000,36081098700,3651000-36081098700,8.8,36.4,22.1
3651000,36081099100,3651000-36081099100,9.6,39.1,21.1
3651000,36081099200,3651000-36081099200,12.8,34.1,33.9
3651000,36081099701,3651000-36081099701,9.0,37.4,20.1
3651000,36081099703,3651000-36081099703,9.0,37.6,19.7
3651000,36081099704,3651000-36081099704,10.6,41.1,19.7
3651000,36081099705,3651000-36081099705,8.5,35.4,18.7
3651000,36081099801,3651000-36081099801,12.7,33.9,32.8
3651000,36081099802,3651000-36081099802,14.2,39.1,30.0
3651000,36081100801,3651000-36081100801,11.1,33.5,29.3
3651000,36081100802,3651000-36081100802,11.8,33.0,31.7
3651000,36081101001,3651000-36081101001,16.9,40.0,35.1
3651000,36081101002,3651000-36081101002,11.9,38.3,25.3
3651000,36081101700,3651000-36081101700,9.3,37.7,20.5
3651000,36081102900,3651000-36081102900,9.6,37.7,20.8
3651000,36081103201,3651000-36081103201,13.0,32.8,36.2
3651000,36081103202,3651000-36081103202,11.3,34.8,29.5
3651000,36081103300,3651000-36081103300,9.1,36.6,21.8
3651000,36081103900,3651000-36081103900,8.6,35.6,20.3
3651000,36081104700,3651000-36081104700,10.3,38.1,18.6
3651000,36081105900,3651000-36081105900,10.2,39.0,20.2
3651000,36081107201,3651000-36081107201,8.1,35.4,25.2
3651000,36081108500,3651000-36081108500,10.0,37.9,20.3
3651000,36081109300,3651000-36081109300,9.2,37.6,18.4
3651000,36081109700,3651000-36081109700,7.7,34.4,19.1
3651000,36081109900,3651000-36081109900,9.1,36.0,20.7
3651000,36081111300,3651000-36081111300,8.8,36.0,19.3
3651000,36081112300,3651000-36081112300,8.2,32.7,19.1
3651000,36081112900,3651000-36081112900,7.9,34.0,19.8
3651000,36081113300,3651000-36081113300,8.3,35.7,20.0
3651000,36081113900,3651000-36081113900,9.8,36.5,21.6
3651000,36081114100,3651000-36081114100,8.4,36.4,18.6
3651000,36081114700,3651000-36081114700,9.6,37.7,19.8
3651000,36081115100,3651000-36081115100,9.8,38.1,19.4
3651000,36081115500,3651000-36081115500,9.5,35.2,19.7
3651000,36081115700,3651000-36081115700,11.4,38.2,17.3
3651000,36081115900,3651000-36081115900,12.1,38.8,18.5
3651000,36081116100,3651000-36081116100,13.9,40.8,17.1
3651000,36081116300,3651000-36081116300,14.4,40.8,19.7
3651000,36081116700,3651000-36081116700,13.2,38.6,20.7
3651000,36081117100,3651000-36081117100,12.9,39.1,21.2
3651000,36081117500,3651000-36081117500,9.5,35.9,18.2
3651000,36081118100,3651000-36081118100,8.6,34.6,19.4
3651000,36081118500,3651000-36081118500,10.4,35.3,19.8
3651000,36081118700,3651000-36081118700,12.0,37.9,19.3
3651000,36081118900,3651000-36081118900,9.8,34.9,16.4
3651000,36081119100,3651000-36081119100,10.3,35.6,19.1
3651000,36081119300,3651000-36081119300,11.5,37.6,21.0
3651000,36081119500,3651000-36081119500,9.2,36.1,20.1
3651000,36081119900,3651000-36081119900,11.9,39.0,19.1
3651000,36081120100,3651000-36081120100,12.9,39.2,18.8
3651000,36081120300,3651000-36081120300,12.0,38.7,17.0
3651000,36081120500,3651000-36081120500,16.3,43.3,18.4
3651000,36081120700,3651000-36081120700,9.7,36.4,18.8
3651000,36081121500,3651000-36081121500,11.6,37.8,18.9
3651000,36081122300,3651000-36081122300,10.3,37.1,18.3
3651000,36081122701,3651000-36081122701,10.9,36.6,23.1
3651000,36081122702,3651000-36081122702,15.4,39.8,30.7
3651000,36081124100,3651000-36081124100,9.9,36.2,18.8
3651000,36081124700,3651000-36081124700,9.4,37.0,18.2
3651000,36081125700,3651000-36081125700,12.9,37.2,23.1
3651000,36081126500,3651000-36081126500,11.9,38.2,20.4
3651000,36081126700,3651000-36081126700,5.7,25.3,17.2
3651000,36081127700,3651000-36081127700,8.1,35.9,19.1
3651000,36081128300,3651000-36081128300,8.8,37.6,22.2
3651000,36081129102,3651000-36081129102,9.2,37.8,19.7
3651000,36081129103,3651000-36081129103,9.3,37.6,20.9
3651000,36081129104,3651000-36081129104,8.3,35.2,19.0
3651000,36081130100,3651000-36081130100,10.6,37.0,20.6
3651000,36081133300,3651000-36081133300,10.1,38.0,18.2
3651000,36081133900,3651000-36081133900,9.6,37.7,18.2
3651000,36081134100,3651000-36081134100,9.8,36.9,16.7
3651000,36081134700,3651000-36081134700,9.6,34.4,19.7
3651000,36081136700,3651000-36081136700,10.0,37.9,17.1
3651000,36081137700,3651000-36081137700,9.7,35.9,17.7
3651000,36081138501,3651000-36081138501,10.4,37.4,16.6
3651000,36081138502,3651000-36081138502,15.7,46.0,23.9
3651000,36081139900,3651000-36081139900,9.7,37.9,16.6
3651000,36081140300,3651000-36081140300,10.1,37.7,17.3
3651000,36081140901,3651000-36081140901,9.0,36.8,16.3
3651000,36081140902,3651000-36081140902,9.6,37.1,15.9
3651000,36081141700,3651000-36081141700,9.3,36.6,17.0
3651000,36081142900,3651000-36081142900,9.3,36.7,18.8
3651000,36081143500,3651000-36081143500,9.4,36.7,17.4
3651000,36081144100,3651000-36081144100,9.2,36.0,18.6
3651000,36081144700,3651000-36081144700,11.3,36.1,20.7
3651000,36081145101,3651000-36081145101,9.4,37.1,18.5
3651000,36081145102,3651000-36081145102,9.4,35.1,18.3
3651000,36081145900,3651000-36081145900,9.7,37.1,20.0
3651000,36081146300,3651000-36081146300,10.8,38.2,19.6
3651000,36081146700,3651000-36081146700,7.3,31.9,19.4
3651000,36081147100,3651000-36081147100,9.0,36.1,18.4
3651000,36081147900,3651000-36081147900,9.4,37.0,19.8
3651000,36081148300,3651000-36081148300,8.8,37.6,18.3
3651000,36081150701,3651000-36081150701,8.5,36.9,18.3
3651000,36081150702,3651000-36081150702,10.3,39.1,19.7
3651000,36081152901,3651000-36081152901,9.4,36.7,17.6
3651000,36081152902,3651000-36081152902,9.0,37.5,18.0
3651000,36081155101,3651000-36081155101,12.7,47.0,16.2
3651000,36081155102,3651000-36081155102,9.3,36.4,20.1
3651000,36081156700,3651000-36081156700,13.4,37.6,27.1
3651000,36081157101,3651000-36081157101,9.7,36.3,18.5
3651000,36081157102,3651000-36081157102,9.6,35.8,18.6
3651000,36081157901,3651000-36081157901,10.2,38.3,18.2
3651000,36081157902,3651000-36081157902,9.8,37.2,16.6
3651000,36081157903,3651000-36081157903,9.3,36.5,18.5
3651000,36081161700,3651000-36081161700,8.7,35.3,21.2
3651000,36081162100,3651000-36081162100,9.3,34.3,20.9
3651000,36085000300,3651000-36085000300,9.5,35.0,27.8
3651000,36085000600,3651000-36085000600,12.5,42.0,26.5
3651000,36085000700,3651000-36085000700,12.9,35.6,35.7
3651000,36085000800,3651000-36085000800,8.3,33.8,24.6
3651000,36085000900,3651000-36085000900,12.2,35.3,34.2
3651000,36085001100,3651000-36085001100,11.0,33.5,33.8
3651000,36085001700,3651000-36085001700,10.0,34.5,29.7
3651000,36085001800,3651000-36085001800,3.9,22.2,25.5
3651000,36085002001,3651000-36085002001,8.2,35.2,24.3
3651000,36085002002,3651000-36085002002,9.0,37.3,23.8
3651000,36085002100,3651000-36085002100,11.4,35.2,31.8
3651000,36085002700,3651000-36085002700,17.3,43.2,36.6
3651000,36085002900,3651000-36085002900,12.4,34.0,35.9
3651000,36085003300,3651000-36085003300,9.2,34.7,27.5
3651000,36085003600,3651000-36085003600,9.3,36.0,25.0
3651000,36085003900,3651000-36085003900,8.2,32.6,25.7
3651000,36085004000,3651000-36085004000,12.4,34.8,32.4
3651000,36085004700,3651000-36085004700,6.5,30.3,21.6
3651000,36085005000,3651000-36085005000,9.0,37.1,23.7
3651000,36085005900,3651000-36085005900,7.8,35.5,23.7
3651000,36085006400,3651000-36085006400,10.1,37.5,27.0
3651000,36085006700,3651000-36085006700,8.3,36.0,25.1
3651000,36085007000,3651000-36085007000,9.9,37.3,28.6
3651000,36085007400,3651000-36085007400,8.7,35.7,25.1
3651000,36085007500,3651000-36085007500,13.5,40.4,32.1
3651000,36085007700,3651000-36085007700,10.8,32.6,33.0
3651000,36085008100,3651000-36085008100,15.7,42.4,31.9
3651000,36085009601,3651000-36085009601,10.4,40.2,24.4
3651000,36085009602,3651000-36085009602,7.9,35.5,24.0
3651000,36085009700,3651000-36085009700,9.6,34.1,29.6
3651000,36085010500,3651000-36085010500,9.9,35.2,28.5
3651000,36085011201,3651000-36085011201,7.8,35.4,24.2
3651000,36085011202,3651000-36085011202,8.6,35.7,26.2
3651000,36085011401,3651000-36085011401,12.5,40.1,31.1
3651000,36085011402,3651000-36085011402,8.2,36.0,23.9
3651000,36085012100,3651000-36085012100,8.7,37.6,24.8
3651000,36085012200,3651000-36085012200,7.5,35.6,23.6
3651000,36085012500,3651000-36085012500,9.6,34.6,28.4
3651000,36085012804,3651000-36085012804,8.2,35.7,25.4
3651000,36085012805,3651000-36085012805,8.1,35.9,25.5
3651000,36085012806,3651000-36085012806,9.3,37.7,25.1
3651000,36085013201,3651000-36085013201,8.6,37.9,23.5
3651000,36085013203,3651000-36085013203,8.5,37.2,25.0
3651000,36085013204,3651000-36085013204,8.8,37.6,24.8
3651000,36085013301,3651000-36085013301,19.1,40.6,42.4
3651000,36085013302,3651000-36085013302,10.9,32.9,33.3
3651000,36085013400,3651000-36085013400,9.3,38.2,25.7
3651000,36085013800,3651000-36085013800,8.1,37.1,23.7
3651000,36085014100,3651000-36085014100,10.4,35.0,30.8
3651000,36085014604,3651000-36085014604,8.7,37.4,25.6
3651000,36085014605,3651000-36085014605,8.4,36.9,25.0
3651000,36085014606,3651000-36085014606,7.1,34.0,24.4
3651000,36085014607,3651000-36085014607,8.5,36.9,25.4
3651000,36085014608,3651000-36085014608,8.1,36.4,24.9
3651000,36085014700,3651000-36085014700,7.9,36.5,23.2
3651000,36085015100,3651000-36085015100,7.7,35.7,23.4
3651000,36085015601,3651000-36085015601,8.4,37.1,24.8
3651000,36085015602,3651000-36085015602,8.6,38.1,23.7
3651000,36085015603,3651000-36085015603,7.7,35.6,24.7
3651000,36085016901,3651000-36085016901,8.6,36.4,24.2
3651000,36085017005,3651000-36085017005,7.3,34.6,23.6
3651000,36085017007,3651000-36085017007,7.5,32.8,24.9
3651000,36085017008,3651000-36085017008,8.2,36.5,24.8
3651000,36085017009,3651000-36085017009,8.0,36.6,24.6
3651000,36085017010,3651000-36085017010,7.6,34.6,24.8
3651000,36085017011,3651000-36085017011,8.6,37.3,25.2
3651000,36085017012,3651000-36085017012,8.5,37.2,24.5
3651000,36085017300,3651000-36085017300,13.2,40.2,28.8
3651000,36085017600,3651000-36085017600,7.5,35.9,23.3
3651000,36085017700,3651000-36085017700,8.7,38.1,21.6
3651000,36085018100,3651000-36085018100,11.7,42.6,24.6
3651000,36085018701,3651000-36085018701,9.2,36.7,25.5
3651000,36085018702,3651000-36085018702,10.0,38.6,22.1
3651000,36085018901,3651000-36085018901,9.8,38.6,25.3
3651000,36085018902,3651000-36085018902,9.7,37.9,23.4
3651000,36085019700,3651000-36085019700,7.5,35.4,23.5
3651000,36085019800,3651000-36085019800,7.3,34.6,24.6
3651000,36085020100,3651000-36085020100,8.7,35.2,26.5
3651000,36085020700,3651000-36085020700,12.3,34.9,35.0
3651000,36085020801,3651000-36085020801,8.2,35.6,26.4
3651000,36085020803,3651000-36085020803,7.2,34.3,24.2
3651000,36085020804,3651000-36085020804,8.0,36.5,24.3
3651000,36085021300,3651000-36085021300,10.7,35.5,31.7
3651000,36085022300,3651000-36085022300,9.7,32.1,31.4
3651000,36085022600,3651000-36085022600,7.0,32.5,25.1
3651000,36085022800,3651000-36085022800,5.4,27.6,23.3
3651000,36085023100,3651000-36085023100,11.0,35.3,29.7
3651000,36085023900,3651000-36085023900,10.5,34.5,30.8
3651000,36085024401,3651000-36085024401,7.8,35.4,25.7
3651000,36085024402,3651000-36085024402,6.6,33.2,24.0
3651000,36085024700,3651000-36085024700,9.9,34.8,29.0
3651000,36085024800,3651000-36085024800,7.2,33.6,26.0
3651000,36085025100,3651000-36085025100,8.3,36.4,24.4
3651000,36085027301,3651000-36085027301,9.3,37.6,24.5
3651000,36085027302,3651000-36085027302,8.3,36.1,22.0
3651000,36085027702,3651000-36085027702,9.1,37.1,24.5
3651000,36085027704,3651000-36085027704,8.6,36.3,23.8
3651000,36085027705,3651000-36085027705,8.4,35.9,23.3
3651000,36085027706,3651000-36085027706,8.7,36.0,23.9
3651000,36085027900,3651000-36085027900,10.3,41.5,23.1
3651000,36085029102,3651000-36085029102,7.0,32.8,25.1
3651000,36085029103,3651000-36085029103,8.6,36.9,24.6
3651000,36085029104,3651000-36085029104,8.5,35.7,24.8
3651000,36085030301,3651000-36085030301,9.1,34.6,26.5
3651000,36085030302,3651000-36085030302,9.8,33.9,28.3
3651000,36085031901,3651000-36085031901,12.9,34.0,36.6
3651000,36085031902,3651000-36085031902,13.1,34.1,38.1
3651000,36085032300,3651000-36085032300,11.1,34.4,32.4
