,id,name,alias,cat,categories,geometry,longitude,latitude,address,city,state,zipcode,price,rating,reviews,closed,tr_pickup,tr_delivery,tr_restaurant_reservation,region
3443,lGZKp89Xf4Mo9L8zHW0vWg,The Irish Bank,the-irish-bank-hartsdale,Irish,"[{u'alias': u'sportsbars', u'title': u'Sports Bars'}, {u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-73.79626829999999 41.0122069),-73.7962683,41.012206899999995,"[230 E Hartsdale Ave, Hartsdale, NY 10530]",Hartsdale,NY,10530.0,2,4.0,57,0,1,0,0,european
3444,Dn9P-WSKuPnPE7F9Txy7eA,Kilkenny House,kilkenny-house-cranford,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-74.3036859075 40.6544709921),-74.3036859075,40.6544709921,"[112 S Ave E, Cranford, NJ 07016]",Cranford,NJ,7016.0,2,3.5,160,0,0,0,0,european
3445,g-cbwPA22WxwFmCZ46r_MA,Tommy Fox's Public House,tommy-foxs-public-house-bergenfield,Irish,"[{u'alias': u'musicvenues', u'title': u'Music Venues'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-73.99642320000001 40.9265964),-73.99642320000001,40.9265964,"[32 S Washington Ave, Bergenfield, NJ 07621]",Bergenfield,NJ,7621.0,2,4.0,94,0,0,0,1,european
3446,XsDOVt5A-r2YDnDTDmbqyQ,St James's Gate Publick House,st-jamess-gate-publick-house-maplewood,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'tradamerican', u'title': u'American (Traditional)'}]",POINT (-74.2778699 40.73116),-74.2778699,40.731159999999996,"[167 Maplewood Ave, Maplewood, NJ 07040]",Maplewood,NJ,7040.0,2,3.5,115,0,0,0,0,european
3447,btLgjl8CEgW2wvB0ZI-Aqg,Mari Vanna,mari-vanna-new-york-2,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-73.98850999999999 40.73888),-73.98850999999999,40.73888,"['41 E 20th St', 'New York, NY 10003']",New York,NY,10003.0,3,4.0,531,0,1,1,1,european
3448,NlgsUqC15ErR_EiYXGRFXQ,Samovarchik,samovarchik-new-york-2,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-73.99245000000001 40.72242),-73.99245,40.72242,"['11 Stanton St', 'New York, NY 10002']",New York,NY,10002.0,2,4.5,23,0,0,0,0,european
3449,4U6AEMuTx34o3i84G0Hc0w,Masha and The Bear,masha-and-the-bear-brooklyn,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-73.942403 40.711978),-73.942403,40.711978,"['771 Grand St', 'Brooklyn, NY 11211']",Brooklyn,NY,11211.0,2,4.5,175,0,1,1,0,european
3450,lSJD2Gcf9LjJqpLE7pUlWQ,Russian Samovar Restaurant & Piano Bar,russian-samovar-restaurant-and-piano-bar-new-york-2,Russian,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'bars', 'title': 'Bars'}]",POINT (-73.98469 40.7632),-73.98469,40.7632,"['256 W 52nd St', 'New York, NY 10019']",New York,NY,10019.0,2,4.0,334,0,1,1,1,european
3451,wJ9VnRlrJJP5QnVohBDjoA,Russian Vodka Room,russian-vodka-room-new-york,Russian,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'russian', 'title': 'Russian'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",POINT (-73.98480000000001 40.76349),-73.9848,40.763490000000004,"['265 W 52nd St', 'New York, NY 10019']",New York,NY,10019.0,2,4.0,490,0,0,0,0,european
3452,NJLAyyQU0aVOOJWUPgwLRQ,Teremok,teremok-new-york-5,Russian,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",POINT (-73.9928436279297 40.7484359741211),-73.9928436279297,40.7484359741211,"['358 7th Ave', 'New York, NY 10001']",New York,NY,10001.0,1,4.0,116,0,1,1,0,european
3453,Npf8xdD81WnSS7KDWxjGYA,Skovorodka,skovorodka-brooklyn,Russian,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'ukrainian', 'title': 'Ukrainian'}]",POINT (-73.96101299999999 40.57800200000001),-73.961013,40.578002000000005,"['615 Brighton Beach Ave', 'Brooklyn, NY 11235']",Brooklyn,NY,11235.0,2,4.0,166,0,1,1,0,european
3454,SYTBg4SzYuZxrxK3YDU2xg,Cheburechnaya,cheburechnaya-rego-park,Russian,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'russian', 'title': 'Russian'}, {'alias': 'uzbek', 'title': 'Uzbek'}]",POINT (-73.8640816882253 40.72759923416911),-73.8640816882253,40.727599234169105,"['9209 63rd Dr', 'Ste A', 'Rego Park, NY 11374']",Rego Park,NY,11374.0,2,4.0,216,0,0,0,0,european
3455,YAOG0dK0r9T-E1CrZ7QxYg,Belarussian Xata,belarussian-xata-brooklyn,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-73.95192 40.58649),-73.95192,40.586490000000005,"['1655 Sheepshead Bay Rd', 'Brooklyn, NY 11235']",Brooklyn,NY,11235.0,2,4.5,60,0,0,0,0,european
3456,7l5AYCSQ3v2AeIbQ5uED9A,Sveta's House,svetas-house-rego-park,Russian,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'modern_european', 'title': 'Modern European'}]",POINT (-73.8674434 40.7318974),-73.8674434,40.7318974,"['92-60 Queens Blvd', 'Rego Park, NY 11374']",Rego Park,NY,11374.0,2,4.5,33,0,1,1,0,european
3457,1khUlrik7LUtZvFCWT0auA,Onegin,onegin-new-york-4,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-74.00013 40.73333),-74.00013,40.73333,"['391 6th Ave', 'New York, NY 10014']",New York,NY,10014.0,3,3.5,297,0,0,0,0,european
3458,geSr15H5wurRsaeIreKmRA,Varenichnaya,varenichnaya-brooklyn,Russian,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'russian', 'title': 'Russian'}]",POINT (-73.96516 40.57654),-73.96516,40.57654,"['3086 Brighton 2nd St', 'Brooklyn, NY 11235']",Brooklyn,NY,11235.0,1,4.0,58,0,0,0,0,european
3459,qIDwDSiUMzzq-MWWirTQwQ,Anyway Cafe,anyway-cafe-new-york,Russian,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'french', 'title': 'French'}]",POINT (-73.9906009 40.72500170000001),-73.9906009,40.72500170000001,"['32 E 2nd St', 'New York, NY 10003']",New York,NY,10003.0,2,4.0,187,0,0,0,0,european
3460,yKOTFgZmTFeas8Pvt077vA,The Russian Tea Room,the-russian-tea-room-new-york,Russian,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'russian', 'title': 'Russian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",POINT (-73.97929999999999 40.76504),-73.9793,40.76504,"['150 W 57th St', 'New York, NY 10019']",New York,NY,10019.0,4,3.0,824,0,0,0,0,european
3461,8kG7sCmIimbiG3_hjQfYZg,Matryoshka,matryoshka-new-york,Russian,"[{'alias': 'russian', 'title': 'Russian'}]",POINT (-74.0058865 40.70925689999999),-74.0058865,40.70925689999999,"['88 Fulton St', 'New York, NY 10038']",New York,NY,10038.0,2,4.0,17,0,1,1,0,european
